;AnoMes;Municipio_Ibge;Municipio;Estado_Ibge;Estado;Sigla_Regiao;Regiao;VL_PagadorPF;QT_PagadorPF;VL_PagadorPJ;QT_PagadorPJ;VL_RecebedorPF;QT_RecebedorPF;VL_RecebedorPJ;QT_RecebedorPJ;QT_PES_PagadorPF;QT_PES_PagadorPJ;QT_PES_RecebedorPF;QT_PES_RecebedorPJ;data
2393;202202;3522653,0;ITAPIRAPUÃ PAULISTA;35,0;SÃO PAULO;SE;SUDESTE;3208712,03;11587;1419271,3;631;3265827,75;9066;1052329,22;1288;1203;53;1162;48;2022-02-01
2394;202202;3501707,0;AMÉRICO BRASILIENSE;35,0;SÃO PAULO;SE;SUDESTE;40128914,1;177134;27262505,14;15293;43287392,45;148985;24400214,68;24034;15344;909;15466;871;2022-02-01
2395;202202;2610400,0;PARNAMIRIM;26,0;PERNAMBUCO;NE;NORDESTE;9058965,26;48045;2988661,15;882;9234177,78;42413;2777899,19;2469;4489;109;4658;98;2022-02-01
2396;202202;3305109,0;SÃO JOÃO DE MERITI;33,0;RIO DE JANEIRO;SE;SUDESTE;601126281,65;3273799;176111999,04;135235;643459002,82;3096223;163819503,07;233708;210050;8371;220298;7801;2022-02-01
2397;202202;2206720,0;NAZÁRIA;22,0;PIAUÍ;NE;NORDESTE;709080,06;4483;1031863,74;807;761277,2;3910;979019,27;1351;298;43;327;43;2022-02-01
2398;202202;1504703,0;MOJU;15,0;PARÁ;NO;NORTE;39098474,48;211003;18271367,66;11400;38791525,73;180999;24917038,7;18223;14717;518;15481;507;2022-02-01
2399;202202;3132602,0;ITAMARATI DE MINAS;31,0;MINAS GERAIS;SE;SUDESTE;2438902,78;9285;371073,68;463;2594486,7;7850;556720,71;985;979;55;1025;58;2022-02-01
2400;202202;3123403,0;DORESÓPOLIS;31,0;MINAS GERAIS;SE;SUDESTE;980108,24;3299;77589,99;93;1289350,44;4089;367064,63;460;348;25;349;26;2022-02-01
2401;202202;3503356,0;ARCO-ÍRIS;35,0;SÃO PAULO;SE;SUDESTE;1476990,81;3792;202474,74;147;1221094,3;3177;180951,53;194;443;16;449;20;2022-02-01
2402;202202;3152170,0;PONTO DOS VOLANTES;31,0;MINAS GERAIS;SE;SUDESTE;5842729,43;26179;2036046,48;856;6289073,67;23207;1702606,84;1791;2485;77;2624;81;2022-02-01
2403;202202;1718659,0;RIO DA CONCEIÇÃO;17,0;TOCANTINS;NO;NORTE;1227697,18;7756;66514,77;180;1100988,08;5954;115724,48;765;552;21;603;27;2022-02-01
2404;202202;4305975,0;COXILHA;43,0;RIO GRANDE DO SUL;SU;SUL;1947084,07;6189;707516,53;525;1895888,43;4106;792803,13;977;884;66;735;63;2022-02-01
2405;202202;2206605,0;MONTE ALEGRE DO PIAUÍ;22,0;PIAUÍ;NE;NORDESTE;4823127,39;27092;2370811,16;1055;4726490,91;24031;2687119,61;2404;2292;74;2570;72;2022-02-01
2406;202202;2806909,0;SÃO FRANCISCO;28,0;SERGIPE;NE;NORDESTE;2185429,79;8588;419030,18;203;2397894,08;7950;290099,32;603;751;19;853;16;2022-02-01
2407;202202;2414209,0;TIBAU DO SUL;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;23079551,54;94695;15926836,96;19108;25483789,94;109151;12577476,52;36104;5578;805;5829;728;2022-02-01
2408;202202;5006903,0;PORTO MURTINHO;50,0;MATO GROSSO DO SUL;CO;CENTRO-OESTE;7965761,64;43132;2866034,06;2991;8857090,22;34344;2921130,68;5936;3719;190;3954;195;2022-02-01
2409;202202;2914653,0;ITABELA;29,0;BAHIA;NE;NORDESTE;35896959,09;129853;13090373,08;7063;39413756,18;115179;11755192,92;15931;9593;484;10297;474;2022-02-01
2410;202202;2919009,0;LAJEDINHO;29,0;BAHIA;NE;NORDESTE;1402365,85;9032;871297,35;289;1504508,26;8215;988140,37;591;757;26;835;19;2022-02-01
2411;202202;3168051,0;TAPARUBA;31,0;MINAS GERAIS;SE;SUDESTE;1909492,61;6276;361393,18;281;1402219,0;4741;566504,36;687;667;36;625;36;2022-02-01
2412;202202;1713700,0;MONTE SANTO DO TOCANTINS;17,0;TOCANTINS;NO;NORTE;1629206,9;5241;1008512,82;409;1664248,64;4466;1021624,37;539;462;29;523;30;2022-02-01
2413;202202;4212056,0;PALMEIRA;42,0;SANTA CATARINA;SU;SUL;1250366,99;4003;3494063,69;1040;1802920,61;3069;11357208,92;723;521;63;514;60;2022-02-01
2414;202202;2411700,0;SÃO BENTO DO TRAIRÍ;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;2508334,73;12731;343539,11;369;2646582,52;10747;146520,0;706;1102;27;1169;27;2022-02-01
2415;202202;3205200,0;VILA VELHA;32,0;ESPÍRITO SANTO;SE;SUDESTE;961306917,33;3114074;551548659,53;315616;999051110,46;2661283;535841643,9;558262;234105;20687;230454;18271;2022-02-01
2416;202202;3169604,0;TUPACIGUARA;31,0;MINAS GERAIS;SE;SUDESTE;32563035,54;83605;12796600,6;7594;27845301,4;67725;21648439,53;17145;7800;615;8112;601;2022-02-01
2417;202202;2404309,0;GOVERNADOR DIX-SEPT ROSADO;24,0;RIO GRANDE DO NORTE;NE;NORDESTE;7086176,75;44059;14474653,9;1471;6874177,22;38197;14156629,13;2130;3621;93;3550;89;2022-02-01
2418;202202;3147709,0;PASSA TEMPO;31,0;MINAS GERAIS;SE;SUDESTE;4786550,22;15369;1687639,98;1176;4552062,71;13382;4845157,4;3064;1721;142;1724;143;2022-02-01
2419;202202;4310009,0;IBIRUBÁ;43,0;RIO GRANDE DO SUL;SU;SUL;26452902,72;65287;56998347,15;10872;23357840,46;45133;51217374,16;19850;7626;871;6785;879;2022-02-01
2420;202202;3301405,0;CONCEIÇÃO DE MACABU;33,0;RIO DE JANEIRO;SE;SUDESTE;18743278,24;93383;3065051,34;3813;18681891,87;79533;2846978,51;9159;8419;341;8166;346;2022-02-01
2421;202202;3133105,0;ITANHANDU;31,0;MINAS GERAIS;SE;SUDESTE;14256086,39;44277;10884121,36;4084;16820613,13;37256;15105773,94;8872;4586;342;4741;390;2022-02-01
2422;202202;2507200,0;ITATUBA;25,0;PARAÍBA;NE;NORDESTE;4341569,24;22285;4320815,64;527;4770904,98;21379;3786948,76;780;1920;52;2270;34;2022-02-01
2423;202202;4220000,0;BALNEÁRIO RINCÃO;42,0;SANTA CATARINA;SU;SUL;8201051,77;21995;10285510,87;6805;8421460,55;18563;6983627,38;13174;2310;520;2198;452;2022-02-01
2424;202202;3105202,0;BANDEIRA;31,0;MINAS GERAIS;SE;SUDESTE;2525453,81;11286;1175444,91;579;2617561,07;9867;1002056,8;911;1076;45;1131;43;2022-02-01
2425;202202;2907905,0;CIPÓ;29,0;BAHIA;NE;NORDESTE;18528540,24;74663;2785373,7;2223;18788953,67;92730;2398792,97;4441;5281;200;5813;187;2022-02-01
2426;202202;2513604,0;SANTANA DOS GARROTES;25,0;PARAÍBA;NE;NORDESTE;2243533,9;10674;53145,71;112;2255142,54;8946;46177,56;231;1061;19;1150;17;2022-02-01
2427;202202;2301901,0;BARBALHA;23,0;CEARÁ;NE;NORDESTE;53096379,01;229646;26035449,33;11897;53042971,29;203493;24173312,94;25012;18260;756;19457;697;2022-02-01
2428;202202;3306156,0;VARRE-SAI;33,0;RIO DE JANEIRO;SE;SUDESTE;5554729,54;21065;3080678,48;1621;5541285,1;16196;2317920,79;3774;2215;159;2154;160;2022-02-01
2429;202202;3136801,0;JURAMENTO;31,0;MINAS GERAIS;SE;SUDESTE;2302573,44;11679;838046,78;568;2407398,24;10789;20993143,13;784;1035;37;1080;40;2022-02-01
2430;202202;3137007,0;LADAINHA;31,0;MINAS GERAIS;SE;SUDESTE;6901794,71;27954;1938683,94;699;7531500,49;24125;647116,52;1333;3052;78;3170;76;2022-02-01
2431;202202;3507100,0;BOM JESUS DOS PERDÕES;35,0;SÃO PAULO;SE;SUDESTE;32032686,78;106519;22274244,15;11236;36673141,47;95294;29277922,14;15696;9580;782;9978;734;2022-02-01
2432;202202;4311130,0;JARI;43,0;RIO GRANDE DO SUL;SU;SUL;2001589,54;5149;263148,72;241;2321342,92;3182;630328,53;928;656;26;549;34;2022-02-01
2433;202202;3100104,0;ABADIA DOS DOURADOS;31,0;MINAS GERAIS;SE;SUDESTE;5321832,42;13794;999273,23;1062;6101011,44;11766;1010446,01;1459;1550;133;1557;115;2022-02-01
2434;202202;3161106,0;SÃO FRANCISCO;31,0;MINAS GERAIS;SE;SUDESTE;44196537,89;183219;6119816,56;7027;44405898,74;157386;6409464,44;16215;15557;571;17013;555;2022-02-01
2435;202202;2702801,0;FLEXEIRAS;27,0;ALAGOAS;NE;NORDESTE;5961600,78;30556;896221,19;1046;6285324,69;28583;642846,47;1319;2636;60;3032;52;2022-02-01
2436;202202;4128625,0;ALTO PARAÍSO;41,0;PARANÁ;SU;SUL;4098395,44;7265;1314621,52;829;3607912,92;6746;938338,69;1151;899;73;893;78;2022-02-01
2437;202202;1702554,0;AUGUSTINÓPOLIS;17,0;TOCANTINS;NO;NORTE;26679037,08;96757;14879466,57;6302;25300042,21;84659;11475255,69;12047;5738;321;6271;312;2022-02-01
2438;202202;2103703,0;CURURUPU;21,0;MARANHÃO;NE;NORDESTE;14963970,57;96635;1856999,85;1785;15088545,18;84303;1375256,47;3561;7288;117;7550;132;2022-02-01
2439;202202;4127809,0;TOMAZINA;41,0;PARANÁ;SU;SUL;6126557,38;18804;2749175,39;1745;5960044,64;14197;2826568,02;3775;2054;148;1933;153;2022-02-01
2440;202202;2910008,0;DÁRIO MEIRA;29,0;BAHIA;NE;NORDESTE;6639876,65;30188;1019859,54;635;6461491,66;28973;982191,8;1511;2528;54;2844;60;2022-02-01
2441;202202;3119401,0;CORONEL FABRICIANO;31,0;MINAS GERAIS;SE;SUDESTE;140240603,21;542430;64204303,11;41511;144360447,4;468347;53783162,69;88154;45993;3132;46923;2912;2022-02-01
2442;202202;2906402,0;CANDEAL;29,0;BAHIA;NE;NORDESTE;3517399,84;24125;319957,65;451;3871499,27;20708;149679,49;981;1884;35;2138;30;2022-02-01
2443;202202;1720309,0;SÃO SEBASTIÃO DO TOCANTINS;17,0;TOCANTINS;NO;NORTE;2549663,07;14927;380909,63;391;2520720,03;13453;354048,21;766;1074;24;1134;23;2022-02-01
2444;202202;2922201,0;MUNIZ FERREIRA;29,0;BAHIA;NE;NORDESTE;7603598,76;22373;747442,79;664;8088605,52;61763;679953,56;595;1653;47;1877;37;2022-02-01
2445;202202;2502607,0;IGARACY;25,0;PARAÍBA;NE;NORDESTE;2939120,91;14660;386365,43;250;2908150,59;14320;512779,49;712;1342;24;1431;25;2022-02-01
2446;202202;4214904,0;RIO FORTUNA;42,0;SANTA CATARINA;SU;SUL;3822215,8;7051;8415091,69;2035;3761263,69;6038;7047025,35;2988;1037;190;902;189;2022-02-01
2447;202202;4304507,0;CANGUÇU;43,0;RIO GRANDE DO SUL;SU;SUL;29226715,49;79140;13207788,55;8062;28379570,68;61594;18592824,16;16808;10218;852;9639;902;2022-02-01
2448;202202;2302404,0;BOA VIAGEM;23,0;CEARÁ;NE;NORDESTE;32233942,42;152418;8175012,58;5891;32520021,1;141515;7465999,79;13517;12608;393;13393;380;2022-02-01
2449;202202;3125200,0;FAMA;31,0;MINAS GERAIS;SE;SUDESTE;1767560,53;4856;547047,82;667;1804767,29;4257;428923,5;859;542;58;559;53;2022-02-01
2450;202202;2608206,0;JOAQUIM NABUCO;26,0;PERNAMBUCO;NE;NORDESTE;8227148,03;44811;1015225,8;848;8260848,64;39572;5971290,87;1242;3763;55;4288;51;2022-02-01
2451;202202;3305554,0;SEROPÉDICA;33,0;RIO DE JANEIRO;SE;SUDESTE;77413845,98;388942;24174194,14;20739;80778715,65;353160;25406186,23;40835;28148;1334;28448;1267;2022-02-01
2452;202202;3200904,0;BARRA DE SÃO FRANCISCO;32,0;ESPÍRITO SANTO;SE;SUDESTE;38890170,61;122958;86490694,1;12408;40455032,46;103957;57330519,34;26149;12145;998;12163;936;2022-02-01
2453;202202;2108058,0;PAULINO NEVES;21,0;MARANHÃO;NE;NORDESTE;5944250,02;33160;794310,26;1450;5891116,14;28590;906042,67;2607;2743;76;2977;76;2022-02-01
2454;202202;1400472,0;RORAINÓPOLIS;14,0;RORAIMA;NO;NORTE;32383546,28;130034;10210437,18;8994;31746926,73;107660;11027402,35;20955;7870;382;8219;377;2022-02-01
2455;202202;2301406,0;ARATUBA;23,0;CEARÁ;NE;NORDESTE;9098529,42;42343;734035,12;721;9586763,86;40058;969759,76;2072;3535;59;3707;52;2022-02-01
2456;202202;2804508,0;NOSSA SENHORA DA GLÓRIA;28,0;SERGIPE;NE;NORDESTE;41861635,8;107372;17201237,79;10312;43048185,53;97694;18600533,0;20530;8630;546;9254;526;2022-02-01
2457;202202;2906204,0;CANARANA;29,0;BAHIA;NE;NORDESTE;14686297,32;57284;2979996,63;1694;14621524,86;49417;3793688,51;4781;5491;167;5574;174;2022-02-01
2458;202202;4302808,0;CAÇAPAVA DO SUL;43,0;RIO GRANDE DO SUL;SU;SUL;26370552,36;90858;48503906,17;9002;26764025,57;67022;51124501,16;21122;9957;705;9460;751;2022-02-01
2459;202202;4311601,0;LIBERATO SALZANO;43,0;RIO GRANDE DO SUL;SU;SUL;2492518,59;6725;934785,49;487;2239192,12;5444;1569878,14;887;1019;66;859;80;2022-02-01
2460;202202;2102200,0;BURITI;21,0;MARANHÃO;NE;NORDESTE;9044563,81;47798;1436728,14;1187;8272258,59;41185;794422,26;2444;4495;69;4261;79;2022-02-01
2461;202202;3203700,0;MUNIZ FREIRE;32,0;ESPÍRITO SANTO;SE;SUDESTE;9683665,32;35339;3235154,06;2813;9266149,45;27925;3904642,94;6746;4180;302;4107;301;2022-02-01
2462;202202;4211603,0;NOVA VENEZA;42,0;SANTA CATARINA;SU;SUL;14324876,71;39669;46978459,97;6797;13852664,37;30307;47212240,61;28772;4722;548;4430;523;2022-02-01
2463;202202;1200302,0;FEIJÓ;12,0;ACRE;NO;NORTE;11651193,86;51117;3804238,96;3391;11227843,71;42825;2746401,32;5606;4383;198;4713;226;2022-02-01
2464;202202;3139805,0;MAR DE ESPANHA;31,0;MINAS GERAIS;SE;SUDESTE;10056118,92;27121;5442041,24;2848;12728892,62;25726;5814611,48;4538;2867;311;3096;326;2022-02-01
2465;202202;5220009,0;SÃO JOÃO D'ALIANÇA;52,0;GOIÁS;CO;CENTRO-OESTE;13331175,74;38648;3845473,42;3772;16524474,62;30910;3596944,22;9363;3207;221;3208;217;2022-02-01
2466;202202;4319372,0;SÃO PEDRO DO BUTIÁ;43,0;RIO GRANDE DO SUL;SU;SUL;1969460,26;4575;3053377,14;936;2120600,03;3332;2939961,7;1435;720;107;646;108;2022-02-01
2467;202202;4321626,0;TRAVESSEIRO;43,0;RIO GRANDE DO SUL;SU;SUL;877383,2;2924;221403,23;160;880957,92;2215;330764,54;386;448;30;386;33;2022-02-01
2468;202202;3512803,0;COSMÓPOLIS;35,0;SÃO PAULO;SE;SUDESTE;78179954,48;305048;41430561,23;26347;82737133,07;250364;32548857,85;36004;26840;1650;26835;1582;2022-02-01
2469;202202;1505486,0;PACAJÁ;15,0;PARÁ;NO;NORTE;51376286,25;127226;9920175,01;6798;49280920,6;101681;11304248,87;18148;9476;359;9542;355;2022-02-01
2470;202202;3519709,0;IBIÚNA;35,0;SÃO PAULO;SE;SUDESTE;95522478,06;307328;53376360,25;30411;113197217,77;278205;46761998,71;52552;28952;2020;30040;1957;2022-02-01
2471;202202;2101202,0;BACABAL;21,0;MARANHÃO;NE;NORDESTE;107203686,28;557372;29003889,78;25530;104584660,66;488605;31539840,17;68332;34186;1256;36015;1206;2022-02-01
2472;202202;4205605,0;GALVÃO;42,0;SANTA CATARINA;SU;SUL;3952002,17;7091;3363553,21;853;2467077,04;4477;4226696,51;1713;868;107;767;117;2022-02-01
2473;202202;2201176,0;BARRA D'ALCÂNTARA;22,0;PIAUÍ;NE;NORDESTE;1586563,49;9641;325428,29;417;1713174,29;8432;341026,58;725;825;22;946;21;2022-02-01
2474;202202;3170578,0;VARGEM ALEGRE;31,0;MINAS GERAIS;SE;SUDESTE;4599421,57;17351;866727,03;734;4723863,47;14198;1093593,35;1534;1776;107;1781;99;2022-02-01
2475;202202;1721208,0;TOCANTINÓPOLIS;17,0;TOCANTINS;NO;NORTE;19370051,11;97541;16568548,48;3370;18140772,37;82144;11512667,22;8470;7184;248;7687;255;2022-02-01
2476;202202;3162906,0;SÃO JOÃO NEPOMUCENO;31,0;MINAS GERAIS;SE;SUDESTE;18683520,82;69977;11172397,32;5998;19314818,55;64280;11975151,84;10681;7267;625;7541;629;2022-02-01
2477;202202;3512407,0;CORDEIRÓPOLIS;35,0;SÃO PAULO;SE;SUDESTE;31967327,43;104360;77690965,51;14274;33245228,15;84145;71977908,64;18633;9986;881;9709;847;2022-02-01
2478;202202;5218805,0;RIO VERDE;52,0;GOIÁS;CO;CENTRO-OESTE;832993807,89;1355512;431551102,33;169103;828211007,73;1162452;388248365,61;269970;93434;8010;96705;7470;2022-02-01
2479;202202;3128303,0;GUARANÉSIA;31,0;MINAS GERAIS;SE;SUDESTE;14902390,13;48439;9536350,9;4529;15190988,66;38632;21145197,19;8337;5298;420;5185;425;2022-02-01
2480;202202;3530706,0;MOGI GUAÇU;35,0;SÃO PAULO;SE;SUDESTE;208008612,61;682311;180485967,63;78845;226144572,84;589520;184060280,37;123503;65623;5133;64270;4946;2022-02-01
2481;202202;2307502,0;LAVRAS DA MANGABEIRA;23,0;CEARÁ;NE;NORDESTE;16048050,55;82484;1945773,36;1668;16180870,98;75653;1679126,81;5910;6777;160;7190;156;2022-02-01
2482;202202;2311264,0;QUITERIANÓPOLIS;23,0;CEARÁ;NE;NORDESTE;10361841,63;45493;1342141,46;924;10645102,52;45846;1098630,96;2967;4229;99;4608;101;2022-02-01
2483;202202;3117876,0;CONFINS;31,0;MINAS GERAIS;SE;SUDESTE;10176748,04;38942;28492589,52;5594;11467567,8;32690;17878654,47;6437;3250;319;3310;301;2022-02-01
2484;202202;2928208,0;SANTANA;29,0;BAHIA;NE;NORDESTE;14739540,13;55768;2241899,17;1818;14935292,11;49488;2607575,32;3854;5068;180;5583;183;2022-02-01
2485;202202;4201604,0;ARROIO TRINTA;42,0;SANTA CATARINA;SU;SUL;2924970,49;7958;3074754,61;1273;2924018,7;5190;2585977,04;2501;1000;144;924;155;2022-02-01
2486;202202;4109658,0;HONÓRIO SERPA;41,0;PARANÁ;SU;SUL;4068350,81;12765;2486859,93;1000;4213196,05;9299;3681097,76;1596;1539;102;1475;102;2022-02-01
2487;202202;1101435,0;NOVA UNIÃO;11,0;RONDÔNIA;NO;NORTE;7292749,82;18335;1480614,03;1127;6430705,75;13969;1223523,57;3080;1859;86;1836;84;2022-02-01
2488;202202;1717800,0;PONTE ALTA DO BOM JESUS;17,0;TOCANTINS;NO;NORTE;2746405,37;15169;616958,3;413;2781664,52;11953;325678,31;635;1193;32;1248;28;2022-02-01
2489;202202;3530300,0;MIRASSOL;35,0;SÃO PAULO;SE;SUDESTE;105272197,52;286559;124142805,8;42227;110902159,87;247289;113672843,79;66624;25420;2567;25111;2468;2022-02-01
2490;202202;1501709,0;BRAGANÇA;15,0;PARÁ;NO;NORTE;81031229,23;402055;24229632,8;17362;84562076,82;369145;22222326,82;37282;28775;952;30827;910;2022-02-01
2491;202202;2514008,0;SÃO JOÃO DO CARIRI;25,0;PARAÍBA;NE;NORDESTE;3416064,05;15934;189128,54;273;3246910,62;14619;166647,79;664;1196;27;1316;22;2022-02-01
2492;202202;4305157,0;CERRO GRANDE;43,0;RIO GRANDE DO SUL;SU;SUL;1180350,3;3577;322680,53;319;991248,44;2303;1372385,51;788;514;55;421;57;2022-02-01
2493;202202;3125705,0;FELIXLÂNDIA;31,0;MINAS GERAIS;SE;SUDESTE;13004211,16;53969;9404333,82;3138;14763513,41;47219;6697344,71;6678;4675;252;4900;234;2022-02-01
2494;202202;4310462,0;IPIRANGA DO SUL;43,0;RIO GRANDE DO SUL;SU;SUL;1159512,28;3199;162535,27;134;901759,0;1724;166177,13;390;489;29;392;29;2022-02-01
2495;202202;4214201,0;QUILOMBO;42,0;SANTA CATARINA;SU;SUL;7704940,22;20210;5131235,92;3284;7554718,85;14185;7608530,88;5913;2775;372;2515;360;2022-02-01
2496;202202;2310308,0;PARAMBU;23,0;CEARÁ;NE;NORDESTE;19429944,55;92723;2630744,07;2282;20431649,7;97119;1975792,97;5146;8382;145;8866;143;2022-02-01
2497;202202;3526209,0;JUQUITIBA;35,0;SÃO PAULO;SE;SUDESTE;30238847,59;126869;12628812,61;10273;35397734,41;118734;19033106,02;16957;11725;685;12406;689;2022-02-01
2498;202202;3552502,0;SUZANO;35,0;SÃO PAULO;SE;SUDESTE;443004141,6;1813748;259167960,37;162816;482868119,87;1602526;232093807,3;236536;146077;9583;149474;8961;2022-02-01
2499;202202;2929057,0;SÃO FÉLIX DO CORIBE;29,0;BAHIA;NE;NORDESTE;12662303,24;46882;2123982,7;1650;13226273,76;45643;2184079,25;4496;3999;153;4264;166;2022-02-01
2500;202202;4114302,0;MANDIRITUBA;41,0;PARANÁ;SU;SUL;25841257,1;81399;37569782,37;13800;29562343,84;70207;34337482,04;18328;7862;786;8265;775;2022-02-01
2501;202202;1302553,0;MANAQUIRI;13,0;AMAZONAS;NO;NORTE;5775452,96;47822;959745,66;1360;5468707,93;42066;610781,59;3040;3133;111;3248;102;2022-02-01
2502;202202;3306008,0;TRÊS RIOS;33,0;RIO DE JANEIRO;SE;SUDESTE;81610499,51;323263;81287469,69;27983;85885866,77;289019;86041401,0;51732;29357;2225;30560;2198;2022-02-01
2503;202202;4107504,0;ENGENHEIRO BELTRÃO;41,0;PARANÁ;SU;SUL;14823526,68;43654;9287502,14;5214;16455296,98;33423;9614524,98;9200;4401;401;4456;402;2022-02-01
2504;202202;5202601,0;AURILÂNDIA;52,0;GOIÁS;CO;CENTRO-OESTE;4316376,95;9631;710002,72;527;3191990,69;7892;2757516,74;1628;864;33;942;40;2022-02-01
2505;202202;1600600,0;SANTANA;16,0;AMAPÁ;NO;NORTE;140410276,28;916796;49439027,1;35512;142575771,98;819493;45176216,91;72302;52658;1523;53103;1437;2022-02-01
2506;202202;3161205,0;SÃO FRANCISCO DE PAULA;31,0;MINAS GERAIS;SE;SUDESTE;2764792,34;11059;4356714,46;464;2774151,57;8646;3934043,74;1252;1237;62;1406;66;2022-02-01
2507;202202;3100302,0;ABRE CAMPO;31,0;MINAS GERAIS;SE;SUDESTE;10082460,18;29187;3872681,96;2929;8902385,5;23612;4135848,12;5801;3206;283;3047;285;2022-02-01
2508;202202;1101484,0;SÃO FELIPE D'OESTE;11,0;RONDÔNIA;NO;NORTE;3995234,26;14625;586836,37;677;4142603,06;10635;803250,37;2080;1678;73;1492;70;2022-02-01
2509;202202;5205059,0;CASTELÂNDIA;52,0;GOIÁS;CO;CENTRO-OESTE;4249669,63;10974;1716063,79;819;3768224,15;8790;1468862,11;1203;1078;58;1064;51;2022-02-01
2510;202202;3543105,0;RIBEIRÃO CORRENTE;35,0;SÃO PAULO;SE;SUDESTE;4205408,78;15937;1011057,12;1144;4729422,93;13168;702309,82;1982;1489;114;1531;111;2022-02-01
2511;202202;2912707,0;IBIRAPITANGA;29,0;BAHIA;NE;NORDESTE;12858589,14;62734;3404103,23;2596;13466705,93;57028;1928091,22;3209;5051;158;5575;144;2022-02-01
2512;202202;3520202,0;IGARATÁ;35,0;SÃO PAULO;SE;SUDESTE;12855749,57;49158;7022994,3;4861;14916274,22;44033;5740555,98;7425;4066;359;4276;299;2022-02-01
2513;202202;3540259,0;PONTALINDA;35,0;SÃO PAULO;SE;SUDESTE;2436608,42;10175;975382,76;456;2565920,29;8964;398260,62;685;963;49;1039;45;2022-02-01
2514;202202;4120309,0;PORTO VITÓRIA;41,0;PARANÁ;SU;SUL;1455771,26;6107;1581094,06;975;2017083,64;4975;1469581,25;1099;856;79;849;74;2022-02-01
2515;202202;2111706,0;SÃO VICENTE FERRER;21,0;MARANHÃO;NE;NORDESTE;6836338,36;41377;1297977,42;897;7062222,67;38249;1187080,65;1524;3184;72;3495;72;2022-02-01
2516;202202;2924652,0;PINTADAS;29,0;BAHIA;NE;NORDESTE;6439554,0;30380;956051,05;1064;6733322,5;24756;913523,68;2310;2519;127;2629;110;2022-02-01
2517;202202;3110608,0;CAMBUÍ;31,0;MINAS GERAIS;SE;SUDESTE;41214800,72;105964;91861415,73;13592;42427479,85;92455;98253454,5;26679;10376;1048;10463;1090;2022-02-01
2518;202202;2503555,0;CACIMBAS;25,0;PARAÍBA;NE;NORDESTE;2909155,9;15656;599261,11;317;3030372,48;13135;453815,15;435;1401;21;1555;19;2022-02-01
2519;202202;1507904,0;SOURE;15,0;PARÁ;NO;NORTE;12235973,16;84756;3640255,73;2881;12270793,75;81092;1595850,65;7011;6184;170;6669;176;2022-02-01
2520;202202;5200506,0;ALOÂNDIA;52,0;GOIÁS;CO;CENTRO-OESTE;2833978,02;6103;447783,49;420;2058454,77;5311;906341,53;584;579;33;556;30;2022-02-01
2521;202202;2900405,0;ÁGUA FRIA;29,0;BAHIA;NE;NORDESTE;7227644,41;47904;2189193,09;1763;7568481,66;42294;1673871,42;3348;3693;127;3981;128;2022-02-01
2522;202202;2913200,0;IBOTIRAMA;29,0;BAHIA;NE;NORDESTE;25222054,8;104743;5456711,41;5378;24841765,4;92679;8528369,8;12443;8076;443;9228;451;2022-02-01
2523;202202;3542107,0;RAFARD;35,0;SÃO PAULO;SE;SUDESTE;8174596,56;31511;5546384,81;2653;8711695,49;26075;4685744,88;3769;3467;248;3360;233;2022-02-01
2524;202202;1100452,0;BURITIS;11,0;RONDÔNIA;NO;NORTE;52175996,25;137459;18238275,38;10874;47939441,01;101456;13480890,61;31300;11354;645;11398;658;2022-02-01
2525;202202;5007901,0;SIDROLÂNDIA;50,0;MATO GROSSO DO SUL;CO;CENTRO-OESTE;61304635,15;186860;44399096,98;20716;57299371,47;150237;42057587,53;37339;15696;1147;15970;1113;2022-02-01
2526;202202;2605103,0;CUSTÓDIA;26,0;PERNAMBUCO;NE;NORDESTE;21669526,37;87066;14050654,92;5099;22559523,91;75380;13739451,74;9393;7560;358;8568;337;2022-02-01
2527;202202;3505708,0;BARUERI;35,0;SÃO PAULO;SE;SUDESTE;764676623,79;2127953;5449348555,76;1021258;790150351,32;1804650;5963975258,8;3963378;175246;17867;174406;16407;2022-02-01
2528;202202;3551702,0;SERTÃOZINHO;35,0;SÃO PAULO;SE;SUDESTE;193895488,22;655644;290664327,66;85985;208766541,48;546700;456000790,77;148542;55611;5250;55106;4702;2022-02-01
2529;202202;4215695,0;SANTIAGO DO SUL;42,0;SANTA CATARINA;SU;SUL;695783,65;1875;143127,79;169;667290,54;1168;244048,69;307;320;30;258;32;2022-02-01
2530;202202;5107743,0;SANTA CRUZ DO XINGU;51,0;MATO GROSSO;CO;CENTRO-OESTE;4550170,76;11203;1024057,42;1105;2945606,34;8159;1006160,1;2502;911;98;819;95;2022-02-01
2531;202202;2300101,0;ABAIARA;23,0;CEARÁ;NE;NORDESTE;4719306,65;20421;607003,67;346;4328100,67;19059;543441,96;1504;1839;27;1997;30;2022-02-01
2532;202202;3103009,0;ANTÔNIO DIAS;31,0;MINAS GERAIS;SE;SUDESTE;6002449,78;25049;6506102,61;1648;6418160,68;19432;6091950,47;2797;2625;129;2682;133;2022-02-01
2533;202202;4310306,0;ILÓPOLIS;43,0;RIO GRANDE DO SUL;SU;SUL;2234630,7;5986;1453155,0;737;2200613,06;3495;1466748,66;1884;908;140;724;164;2022-02-01
