;Indicador;Data;Reuniao;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
5096;Selic;2024-03-27;R6/2025;8,6579;8,5;0,5363;7,25;9,75;76;1
5097;Selic;2024-03-27;R6/2025;8,6181;8,5;0,552;7,0;10,0;131;0
5098;Selic;2024-03-27;R5/2025;8,6875;8,5;0,5321;7,25;9,75;76;1
5099;Selic;2024-03-27;R5/2025;8,6447;8,5;0,5431;7,0;10,0;131;0
5100;Selic;2024-03-27;R4/2025;8,7368;8,75;0,5333;7,5;9,75;76;1
5101;Selic;2024-03-27;R4/2025;8,6813;8,5;0,5404;7,0;10,0;132;0
5102;Selic;2024-03-27;R3/2025;8,8158;8,75;0,5152;7,5;9,75;76;1
5103;Selic;2024-03-27;R3/2025;8,7589;8,75;0,5156;7,25;10,0;132;0
5104;Selic;2024-03-27;R2/2025;8,9013;9,0;0,459;7,5;9,75;76;1
5105;Selic;2024-03-27;R2/2025;8,8385;9,0;0,4673;7,5;10,0;132;0
5106;Selic;2024-03-27;R1/2025;8,9968;9,0;0,4311;7,75;9,75;77;1
5107;Selic;2024-03-27;R1/2025;8,9431;9,0;0,4216;7,75;10,0;133;0
5108;Selic;2024-03-27;R8/2024;9,0886;9,0;0,4135;8,0;10,0;79;1
5109;Selic;2024-03-27;R8/2024;9,0438;9,0;0,3958;8,0;10,0;139;0
5110;Selic;2024-03-27;R7/2024;9,1519;9,25;0,3761;8,25;10,0;79;1
5111;Selic;2024-03-27;R7/2024;9,1044;9,0;0,3679;8,25;10,0;137;0
5112;Selic;2024-03-27;R6/2024;9,2848;9,25;0,2943;8,75;10,0;79;1
5113;Selic;2024-03-27;R6/2024;9,2287;9,25;0,2978;8,5;10,0;137;0
5114;Selic;2024-03-27;R5/2024;9,4842;9,5;0,2002;9,25;10,0;79;1
5115;Selic;2024-03-27;R5/2024;9,4426;9,5;0,2071;8,75;10,0;137;0
5116;Selic;2024-03-27;R4/2024;9,807;9,75;0,1049;9,75;10,0;79;1
5117;Selic;2024-03-27;R4/2024;9,792;9,75;0,1153;9,25;10,25;137;0
5118;Selic;2024-03-27;R3/2024;10,25;10,25;0,0;10,25;10,25;79;1
5119;Selic;2024-03-27;R3/2024;10,2482;10,25;0,0213;10,0;10,25;137;0
5120;Selic;2024-03-26;R2/2026;8,5438;8,5;0,5833;7,0;9,75;40;1
5121;Selic;2024-03-26;R2/2026;8,5438;8,5;0,5833;7,0;9,75;40;0
5122;Selic;2024-03-26;R1/2026;8,5388;8,5;0,5776;7,0;9,75;58;1
5123;Selic;2024-03-26;R1/2026;8,493;8,5;0,5852;7,0;9,75;98;0
5124;Selic;2024-03-26;R8/2025;8,6182;8,5;0,5683;7,0;9,75;74;1
5125;Selic;2024-03-26;R8/2025;8,5666;8,5;0,5738;7,0;10,0;136;0
5126;Selic;2024-03-26;R7/2025;8,6336;8,5;0,5568;7,25;9,75;73;1
5127;Selic;2024-03-26;R7/2025;8,5821;8,5;0,5641;7,0;10,0;131;0
5128;Selic;2024-03-26;R6/2025;8,661;8,5;0,5464;7,25;9,75;73;1
5129;Selic;2024-03-26;R6/2025;8,6181;8,5;0,552;7,0;10,0;131;0
5130;Selic;2024-03-26;R5/2025;8,6918;8,75;0,5451;7,25;9,75;73;1
5131;Selic;2024-03-26;R5/2025;8,6447;8,5;0,5431;7,0;10,0;131;0
5132;Selic;2024-03-26;R4/2025;8,7363;8,75;0,5488;7,5;9,75;73;1
5133;Selic;2024-03-26;R4/2025;8,6794;8,5;0,5405;7,0;10,0;132;0
5134;Selic;2024-03-26;R3/2025;8,8116;8,75;0,5312;7,5;9,75;73;1
5135;Selic;2024-03-26;R3/2025;8,7552;8,75;0,5157;7,25;10,0;132;0
5136;Selic;2024-03-26;R2/2025;8,8973;9,0;0,4751;7,5;9,75;73;1
5137;Selic;2024-03-26;R2/2025;8,8347;9,0;0,468;7,5;10,0;132;0
5138;Selic;2024-03-26;R1/2025;8,9966;9,0;0,4436;7,75;9,75;74;1
5139;Selic;2024-03-26;R1/2025;8,9393;9,0;0,4233;7,75;10,0;133;0
5140;Selic;2024-03-26;R8/2024;9,0888;9,0;0,4248;8,0;10,0;76;1
5141;Selic;2024-03-26;R8/2024;9,0385;9,0;0,4003;8,0;10,0;139;0
5142;Selic;2024-03-26;R7/2024;9,148;9,25;0,3894;8,25;10,0;76;1
5143;Selic;2024-03-26;R7/2024;9,0989;9,0;0,3725;8,25;10,0;137;0
5144;Selic;2024-03-26;R6/2024;9,2763;9,25;0,3051;8,75;10,0;76;1
5145;Selic;2024-03-26;R6/2024;9,2214;9,25;0,3018;8,5;10,0;137;0
5146;Selic;2024-03-26;R5/2024;9,477;9,5;0,2035;9,25;10,0;76;1
5147;Selic;2024-03-26;R5/2024;9,4371;9,5;0,2088;8,75;10,0;137;0
5148;Selic;2024-03-26;R4/2024;9,8059;9,75;0,1042;9,75;10,0;76;1
5149;Selic;2024-03-26;R4/2024;9,792;9,75;0,1153;9,25;10,25;137;0
5150;Selic;2024-03-26;R3/2024;10,25;10,25;0,0;10,25;10,25;76;1
5151;Selic;2024-03-26;R3/2024;10,2482;10,25;0,0213;10,0;10,25;137;0
5152;Selic;2024-03-25;R2/2026;8,5592;8,5;0,5917;7,0;9,75;38;1
5153;Selic;2024-03-25;R2/2026;8,5592;8,5;0,5917;7,0;9,75;38;0
5154;Selic;2024-03-25;R1/2026;8,5388;8,5;0,5701;7,0;9,75;58;1
5155;Selic;2024-03-25;R1/2026;8,493;8,5;0,5852;7,0;9,75;98;0
5156;Selic;2024-03-25;R8/2025;8,6115;8,5;0,5577;7,0;9,75;74;1
5157;Selic;2024-03-25;R8/2025;8,5648;8,5;0,5728;7,0;10,0;136;0
5158;Selic;2024-03-25;R7/2025;8,6233;8,5;0,5492;7,25;9,75;73;1
5159;Selic;2024-03-25;R7/2025;8,5802;8,5;0,5631;7,0;10,0;131;0
5160;Selic;2024-03-25;R6/2025;8,6507;8,5;0,5423;7,25;9,75;73;1
5161;Selic;2024-03-25;R6/2025;8,6181;8,5;0,552;7,0;10,0;131;0
5162;Selic;2024-03-25;R5/2025;8,6781;8,5;0,5419;7,25;9,75;73;1
5163;Selic;2024-03-25;R5/2025;8,6447;8,5;0,5431;7,0;10,0;131;0
5164;Selic;2024-03-25;R4/2025;8,7192;8,75;0,5458;7,5;9,75;73;1
5165;Selic;2024-03-25;R4/2025;8,6794;8,5;0,5405;7,0;10,0;132;0
5166;Selic;2024-03-25;R3/2025;8,7911;8,75;0,5218;7,5;9,75;73;1
5167;Selic;2024-03-25;R3/2025;8,7514;8,75;0,5111;7,25;10,0;132;0
5168;Selic;2024-03-25;R2/2025;8,8836;9,0;0,4665;7,5;9,75;73;1
5169;Selic;2024-03-25;R2/2025;8,8309;9,0;0,4635;7,5;10,0;132;0
5170;Selic;2024-03-25;R1/2025;8,9899;9,0;0,4377;7,75;9,75;74;1
5171;Selic;2024-03-25;R1/2025;8,9356;9,0;0,4194;7,75;10,0;133;0
5172;Selic;2024-03-25;R8/2024;9,0822;9,0;0,4203;8,0;10,0;76;1
5173;Selic;2024-03-25;R8/2024;9,0349;9,0;0,3972;8,0;10,0;139;0
5174;Selic;2024-03-25;R7/2024;9,1414;9,25;0,3855;8,25;10,0;76;1
5175;Selic;2024-03-25;R7/2024;9,0953;9,0;0,3698;8,25;10,0;137;0
5176;Selic;2024-03-25;R6/2024;9,2664;9,25;0,3017;8,75;10,0;76;1
5177;Selic;2024-03-25;R6/2024;9,2178;9,25;0,2984;8,5;10,0;137;0
5178;Selic;2024-03-25;R5/2024;9,4671;9,5;0,2001;9,25;10,0;76;1
5179;Selic;2024-03-25;R5/2024;9,4353;9,5;0,2071;8,75;10,0;137;0
5180;Selic;2024-03-25;R4/2024;9,7993;9,75;0,0995;9,75;10,0;76;1
5181;Selic;2024-03-25;R4/2024;9,7901;9,75;0,114;9,25;10,25;137;0
5182;Selic;2024-03-25;R3/2024;10,25;10,25;0,0;10,25;10,25;76;1
5183;Selic;2024-03-25;R3/2024;10,2482;10,25;0,0213;10,0;10,25;137;0
5184;Selic;2024-03-22;R2/2026;8,6014;8,5;0,5405;7,5;9,75;37;1
5185;Selic;2024-03-22;R2/2026;8,6014;8,5;0,5405;7,5;9,75;37;0
5186;Selic;2024-03-22;R1/2026;8,5636;8,5;0,528;7,5;9,75;59;1
5187;Selic;2024-03-22;R1/2026;8,518;8,5;0,561;7,0;9,75;101;0
5188;Selic;2024-03-22;R8/2025;8,6118;8,5;0,5596;7,0;9,75;76;1
5189;Selic;2024-03-22;R8/2025;8,5718;8,5;0,5671;7,0;10,0;140;0
5190;Selic;2024-03-22;R7/2025;8,6467;8,5;0,523;7,5;9,75;75;1
5191;Selic;2024-03-22;R7/2025;8,5971;8,5;0,5471;7,0;10,0;134;0
5192;Selic;2024-03-22;R6/2025;8,6833;8,5;0,5185;7,5;9,75;75;1
5193;Selic;2024-03-22;R6/2025;8,6341;8,5;0,5349;7,0;10,0;134;0
5194;Selic;2024-03-22;R5/2025;8,71;8,5;0,5165;7,5;9,75;75;1
5195;Selic;2024-03-22;R5/2025;8,6601;8,5;0,5251;7,0;10,0;134;0
5196;Selic;2024-03-22;R4/2025;8,7467;8,75;0,5268;7,5;9,75;75;1
5197;Selic;2024-03-22;R4/2025;8,6921;8,5;0,5263;7,0;10,0;135;0
5198;Selic;2024-03-22;R3/2025;8,81;8,75;0,5129;7,5;9,75;75;1
5199;Selic;2024-03-22;R3/2025;8,7606;8,75;0,502;7,25;10,0;135;0
5200;Selic;2024-03-22;R2/2025;8,8933;9,0;0,4604;7,5;9,75;75;1
5201;Selic;2024-03-22;R2/2025;8,8365;9,0;0,4562;7,5;10,0;135;0
5202;Selic;2024-03-22;R1/2025;8,9967;9,0;0,4339;7,75;9,75;76;1
5203;Selic;2024-03-22;R1/2025;8,9388;9,0;0,4135;7,75;10,0;136;0
5204;Selic;2024-03-22;R8/2024;9,0812;9,0;0,4215;8,0;10,0;77;1
5205;Selic;2024-03-22;R8/2024;9,0371;9,0;0,3922;8,0;10,0;144;0
5206;Selic;2024-03-22;R7/2024;9,1429;9,25;0,3831;8,25;10,0;77;1
5207;Selic;2024-03-22;R7/2024;9,0961;9,0;0,3663;8,25;10,0;141;0
5208;Selic;2024-03-22;R6/2024;9,263;9,25;0,2985;8,75;10,0;77;1
5209;Selic;2024-03-22;R6/2024;9,2134;9,25;0,2973;8,5;10,0;141;0
5210;Selic;2024-03-22;R5/2024;9,4578;9,5;0,199;9,25;10,0;77;1
5211;Selic;2024-03-22;R5/2024;9,4282;9,5;0,2048;8,75;10,0;141;0
5212;Selic;2024-03-22;R4/2024;9,7955;9,75;0,0964;9,75;10,0;77;1
5213;Selic;2024-03-22;R4/2024;9,7872;9,75;0,1112;9,25;10,25;141;0
5214;Selic;2024-03-22;R3/2024;10,25;10,25;0,0;10,25;10,25;77;1
5215;Selic;2024-03-22;R3/2024;10,2482;10,25;0,021;10,0;10,25;141;0
5216;Selic;2024-03-21;R2/2026;8,25;8,5;0,4472;7,5;8,75;5;1
5217;Selic;2024-03-21;R2/2026;8,25;8,5;0,4472;7,5;8,75;5;0
5218;Selic;2024-03-21;R1/2026;8,4375;8,5;0,6174;7,0;9,5;68;1
5219;Selic;2024-03-21;R1/2026;8,4669;8,5;0,5882;7,0;9,75;96;0
5220;Selic;2024-03-21;R8/2025;8,5276;8,5;0,5991;7,0;10,0;91;1
5221;Selic;2024-03-21;R8/2025;8,5561;8,5;0,5713;7,0;10,0;135;0
5222;Selic;2024-03-21;R7/2025;8,5365;8,5;0,5944;7,0;10,0;89;1
5223;Selic;2024-03-21;R7/2025;8,5674;8,5;0,5682;7,0;10,0;130;0
5224;Selic;2024-03-21;R6/2025;8,5702;8,5;0,589;7,0;10,0;89;1
5225;Selic;2024-03-21;R6/2025;8,6017;8,5;0,5588;7,0;10,0;130;0
5226;Selic;2024-03-21;R5/2025;8,5871;8,5;0,5915;7,0;10,0;89;1
5227;Selic;2024-03-21;R5/2025;8,6246;8,5;0,5498;7,0;10,0;130;0
5228;Selic;2024-03-21;R4/2025;8,6208;8,5;0,5974;7,0;10,0;89;1
5229;Selic;2024-03-21;R4/2025;8,656;8,5;0,5452;7,0;10,0;131;0
5230;Selic;2024-03-21;R3/2025;8,691;8,75;0,5584;7,25;10,0;89;1
5231;Selic;2024-03-21;R3/2025;8,7266;8,75;0,5101;7,25;10,0;131;0
5232;Selic;2024-03-21;R2/2025;8,7809;8,75;0,5039;7,5;10,0;89;1
5233;Selic;2024-03-21;R2/2025;8,8029;8,75;0,4627;7,5;10,0;131;0
5234;Selic;2024-03-21;R1/2025;8,8933;9,0;0,4573;7,75;10,0;89;1
5235;Selic;2024-03-21;R1/2025;8,9021;9,0;0,4168;7,75;10,0;131;0
5236;Selic;2024-03-21;R8/2024;9,0081;9,0;0,4391;8,0;10,0;93;1
5237;Selic;2024-03-21;R8/2024;9,0079;9,0;0,4004;8,0;10,0;139;0
5238;Selic;2024-03-21;R7/2024;9,0571;9,0;0,4221;8,0;10,0;92;1
5239;Selic;2024-03-21;R7/2024;9,0592;9,0;0,3847;8,0;10,0;136;0
5240;Selic;2024-03-21;R6/2024;9,1739;9,25;0,3393;8,25;10,0;92;1
5241;Selic;2024-03-21;R6/2024;9,1716;9,25;0,3187;8,25;10,0;136;0
5242;Selic;2024-03-21;R5/2024;9,413;9,375;0,2067;8,75;10,0;92;1
5243;Selic;2024-03-21;R5/2024;9,4054;9,25;0,2141;8,75;10,0;136;0
5244;Selic;2024-03-21;R4/2024;9,7799;9,75;0,0891;9,5;10,0;92;1
5245;Selic;2024-03-21;R4/2024;9,7831;9,75;0,1127;9,25;10,25;136;0
5246;Selic;2024-03-21;R3/2024;10,25;10,25;0,0;10,25;10,25;92;1
5247;Selic;2024-03-21;R3/2024;10,2482;10,25;0,0214;10,0;10,25;136;0
5248;Selic;2024-03-20;R1/2026;8,459;8,5;0,6118;7,0;9,5;67;1
5249;Selic;2024-03-20;R1/2026;8,4538;8,5;0,5956;7,0;9,75;96;0
5250;Selic;2024-03-20;R8/2025;8,5578;8,5;0,5964;7,0;10,0;91;1
5251;Selic;2024-03-20;R8/2025;8,5373;8,5;0,5866;7,0;10,0;136;0
5252;Selic;2024-03-20;R7/2025;8,5674;8,5;0,5911;7,0;10,0;89;1
5253;Selic;2024-03-20;R7/2025;8,5497;8,5;0,5807;7,0;10,0;131;0
5254;Selic;2024-03-20;R6/2025;8,6039;8,5;0,584;7,0;10,0;89;1
5255;Selic;2024-03-20;R6/2025;8,5838;8,5;0,5726;7,0;10,0;131;0
5256;Selic;2024-03-20;R5/2025;8,6208;8,5;0,5855;7,0;10,0;89;1
5257;Selic;2024-03-20;R5/2025;8,6103;8,5;0,558;7,0;10,0;131;0
5258;Selic;2024-03-20;R4/2025;8,6489;8,5;0,5922;7,0;10,0;89;1
5259;Selic;2024-03-20;R4/2025;8,6434;8,5;0,5516;7,0;10,0;132;0
5260;Selic;2024-03-20;R3/2025;8,7163;8,75;0,551;7,25;10,0;89;1
5261;Selic;2024-03-20;R3/2025;8,7173;8,75;0,5137;7,25;10,0;132;0
5262;Selic;2024-03-20;R2/2025;8,7949;8,75;0,5036;7,5;10,0;89;1
5263;Selic;2024-03-20;R2/2025;8,793;8,75;0,4666;7,5;10,0;132;0
5264;Selic;2024-03-20;R1/2025;8,8989;9,0;0,4477;7,75;10,0;89;1
5265;Selic;2024-03-20;R1/2025;8,8915;9,0;0,4159;7,75;10,0;132;0
5266;Selic;2024-03-20;R8/2024;9,0027;9,0;0,4275;8,0;10,0;92;1
5267;Selic;2024-03-20;R8/2024;8,9899;9,0;0,4003;8,0;10,0;139;0
5268;Selic;2024-03-20;R7/2024;9,044;9,0;0,4104;8,0;10,0;91;1
5269;Selic;2024-03-20;R7/2024;9,0427;9,0;0,3875;8,0;10,0;136;0
5270;Selic;2024-03-20;R6/2024;9,1566;9,25;0,3287;8,25;10,0;91;1
5271;Selic;2024-03-20;R6/2024;9,1532;9,25;0,3223;8,25;10,0;136;0
5272;Selic;2024-03-20;R5/2024;9,4011;9,25;0,1992;8,75;10,0;91;1
5273;Selic;2024-03-20;R5/2024;9,3962;9,25;0,2194;8,75;10,0;136;0
5274;Selic;2024-03-20;R4/2024;9,772;9,75;0,0881;9,5;10,0;91;1
5275;Selic;2024-03-20;R4/2024;9,7813;9,75;0,1152;9,25;10,25;136;0
5276;Selic;2024-03-20;R3/2024;10,25;10,25;0,0;10,25;10,25;91;1
5277;Selic;2024-03-20;R3/2024;10,2482;10,25;0,0214;10,0;10,25;136;0
5278;Selic;2024-03-20;R2/2024;10,75;10,75;0,0;10,75;10,75;90;1
5279;Selic;2024-03-20;R2/2024;10,75;10,75;0,0;10,75;10,75;135;0
5280;Selic;2024-03-19;R1/2026;8,4679;8,5;0,602;7,0;9,5;70;1
5281;Selic;2024-03-19;R1/2026;8,4538;8,5;0,5956;7,0;9,75;96;0
5282;Selic;2024-03-19;R8/2025;8,5738;8,5;0,5868;7,0;10,0;95;1
5283;Selic;2024-03-19;R8/2025;8,5299;8,5;0,5994;7,0;10,0;136;0
5284;Selic;2024-03-19;R7/2025;8,5833;8,5;0,5812;7,0;10,0;93;1
5285;Selic;2024-03-19;R7/2025;8,542;8,5;0,5943;7,0;10,0;131;0
5286;Selic;2024-03-19;R6/2025;8,6183;8,5;0,5734;7,0;10,0;93;1
5287;Selic;2024-03-19;R6/2025;8,5761;8,5;0,5869;7,0;10,0;131;0
5288;Selic;2024-03-19;R5/2025;8,6344;8,5;0,5745;7,0;10,0;93;1
5289;Selic;2024-03-19;R5/2025;8,6046;8,5;0,568;7,0;10,0;131;0
5290;Selic;2024-03-19;R4/2025;8,664;8,5;0,5802;7,0;10,0;93;1
5291;Selic;2024-03-19;R4/2025;8,6396;8,5;0,5577;7,0;10,0;132;0
5292;Selic;2024-03-19;R3/2025;8,7339;8,75;0,5386;7,25;10,0;93;1
5293;Selic;2024-03-19;R3/2025;8,7154;8,75;0,5168;7,25;10,0;132;0
5294;Selic;2024-03-19;R2/2025;8,8118;9,0;0,49;7,5;10,0;93;1
5295;Selic;2024-03-19;R2/2025;8,793;8,75;0,4666;7,5;10,0;132;0
5296;Selic;2024-03-19;R1/2025;8,9086;9,0;0,4365;7,75;10,0;93;1
5297;Selic;2024-03-19;R1/2025;8,8915;9,0;0,4159;7,75;10,0;132;0
5298;Selic;2024-03-19;R8/2024;9,0052;9,0;0,4192;8,0;10,0;96;1
5299;Selic;2024-03-19;R8/2024;8,9899;9,0;0,4003;8,0;10,0;139;0
5300;Selic;2024-03-19;R7/2024;9,0447;9,0;0,4023;8,0;10,0;95;1
5301;Selic;2024-03-19;R7/2024;9,0427;9,0;0,3875;8,0;10,0;136;0
5302;Selic;2024-03-19;R6/2024;9,1526;9,25;0,323;8,25;10,0;95;1
5303;Selic;2024-03-19;R6/2024;9,1532;9,25;0,3223;8,25;10,0;136;0
5304;Selic;2024-03-19;R5/2024;9,3947;9,25;0,1973;8,75;10,0;95;1
5305;Selic;2024-03-19;R5/2024;9,3925;9,25;0,2259;8,75;10,0;136;0
5306;Selic;2024-03-19;R4/2024;9,7711;9,75;0,0863;9,5;10,0;95;1
5307;Selic;2024-03-19;R4/2024;9,7776;9,75;0,1238;9,25;10,25;136;0
5308;Selic;2024-03-19;R3/2024;10,25;10,25;0,0;10,25;10,25;95;1
5309;Selic;2024-03-19;R3/2024;10,2482;10,25;0,0214;10,0;10,25;136;0
5310;Selic;2024-03-19;R2/2024;10,75;10,75;0,0;10,75;10,75;94;1
5311;Selic;2024-03-19;R2/2024;10,75;10,75;0,0;10,75;10,75;135;0
5312;Selic;2024-03-18;R1/2026;8,4601;8,5;0,6088;7,0;9,5;69;1
5313;Selic;2024-03-18;R1/2026;8,4538;8,5;0,5956;7,0;9,75;96;0
5314;Selic;2024-03-18;R8/2025;8,5685;8,5;0,5897;7,0;10,0;95;1
5315;Selic;2024-03-18;R8/2025;8,5299;8,5;0,5994;7,0;10,0;136;0
5316;Selic;2024-03-18;R7/2025;8,5788;8,5;0,5874;7,0;10,0;92;1
5317;Selic;2024-03-18;R7/2025;8,542;8,5;0,5943;7,0;10,0;131;0
5318;Selic;2024-03-18;R6/2025;8,6141;8,5;0,5798;7,0;10,0;92;1
5319;Selic;2024-03-18;R6/2025;8,5761;8,5;0,5869;7,0;10,0;131;0
5320;Selic;2024-03-18;R5/2025;8,6332;8,5;0,5787;7,0;10,0;92;1
5321;Selic;2024-03-18;R5/2025;8,6046;8,5;0,568;7,0;10,0;131;0
5322;Selic;2024-03-18;R4/2025;8,664;8,5;0,5802;7,0;10,0;93;1
5323;Selic;2024-03-18;R4/2025;8,6396;8,5;0,5577;7,0;10,0;132;0
5324;Selic;2024-03-18;R3/2025;8,7339;8,75;0,5386;7,25;10,0;93;1
5325;Selic;2024-03-18;R3/2025;8,7154;8,75;0,5168;7,25;10,0;132;0
5326;Selic;2024-03-18;R2/2025;8,8091;9,0;0,491;7,5;10,0;93;1
5327;Selic;2024-03-18;R2/2025;8,793;8,75;0,4666;7,5;10,0;132;0
5328;Selic;2024-03-18;R1/2025;8,9005;9,0;0,4371;7,75;10,0;93;1
5329;Selic;2024-03-18;R1/2025;8,8915;9,0;0,4159;7,75;10,0;132;0
5330;Selic;2024-03-18;R8/2024;8,9948;9,0;0,4192;8,0;10,0;96;1
5331;Selic;2024-03-18;R8/2024;8,9899;9,0;0,4003;8,0;10,0;139;0
5332;Selic;2024-03-18;R7/2024;9,0368;9,0;0,4006;8,0;10,0;95;1
5333;Selic;2024-03-18;R7/2024;9,0427;9,0;0,3875;8,0;10,0;136;0
5334;Selic;2024-03-18;R6/2024;9,1474;9,25;0,3214;8,25;10,0;95;1
5335;Selic;2024-03-18;R6/2024;9,1532;9,25;0,3223;8,25;10,0;136;0
5336;Selic;2024-03-18;R5/2024;9,3921;9,25;0,1975;8,75;10,0;95;1
5337;Selic;2024-03-18;R5/2024;9,3925;9,25;0,2259;8,75;10,0;136;0
5338;Selic;2024-03-18;R4/2024;9,7711;9,75;0,0863;9,5;10,0;95;1
5339;Selic;2024-03-18;R4/2024;9,7776;9,75;0,1238;9,25;10,25;136;0
5340;Selic;2024-03-18;R3/2024;10,25;10,25;0,0;10,25;10,25;95;1
5341;Selic;2024-03-18;R3/2024;10,2482;10,25;0,0214;10,0;10,25;136;0
5342;Selic;2024-03-18;R2/2024;10,75;10,75;0,0;10,75;10,75;94;1
5343;Selic;2024-03-18;R2/2024;10,75;10,75;0,0;10,75;10,75;135;0
5344;Selic;2024-03-15;R1/2026;8,4607;8,5;0,6045;7,0;9,5;70;1
5345;Selic;2024-03-15;R1/2026;8,4486;8,5;0,5973;7,0;9,75;96;0
5346;Selic;2024-03-15;R8/2025;8,5463;8,5;0,579;7,0;10,0;92;1
5347;Selic;2024-03-15;R8/2025;8,5331;8,5;0,6024;7,0;10,0;138;0
5348;Selic;2024-03-15;R7/2025;8,5506;8,5;0,5796;7,0;10,0;89;1
5349;Selic;2024-03-15;R7/2025;8,5398;8,5;0,5926;7,0;10,0;132;0
5350;Selic;2024-03-15;R6/2025;8,5787;8,5;0,5679;7,0;10,0;89;1
5351;Selic;2024-03-15;R6/2025;8,5737;8,5;0,5837;7,0;10,0;132;0
5352;Selic;2024-03-15;R5/2025;8,5955;8,5;0,5653;7,0;10,0;89;1
5353;Selic;2024-03-15;R5/2025;8,6;8,5;0,5632;7,0;10,0;132;0
5354;Selic;2024-03-15;R4/2025;8,625;8,5;0,5655;7,0;10,0;90;1
5355;Selic;2024-03-15;R4/2025;8,6348;8,5;0,5507;7,0;10,0;133;0
5356;Selic;2024-03-15;R3/2025;8,7056;8,75;0,5278;7,25;10,0;90;1
5357;Selic;2024-03-15;R3/2025;8,7138;8,75;0,5115;7,25;10,0;133;0
5358;Selic;2024-03-15;R2/2025;8,7917;8,875;0,4834;7,5;10,0;90;1
5359;Selic;2024-03-15;R2/2025;8,7946;8,75;0,4641;7,5;10,0;133;0
5360;Selic;2024-03-15;R1/2025;8,8944;9,0;0,4346;7,75;10,0;90;1
5361;Selic;2024-03-15;R1/2025;8,9006;9,0;0,4193;7,75;10,0;134;0
5362;Selic;2024-03-15;R8/2024;8,9946;9,0;0,4196;8,0;10,0;93;1
5363;Selic;2024-03-15;R8/2024;8,9989;9,0;0,4048;8,0;10,0;141;0
5364;Selic;2024-03-15;R7/2024;9,038;9,0;0,4037;8,0;10,0;92;1
5365;Selic;2024-03-15;R7/2024;9,0493;9,0;0,3931;8,0;10,0;138;0
5366;Selic;2024-03-15;R6/2024;9,1576;9,25;0,327;8,25;10,0;92;1
5367;Selic;2024-03-15;R6/2024;9,1619;9,25;0,3278;8,25;10,0;138;0
5368;Selic;2024-03-15;R5/2024;9,4022;9,25;0,2051;8,75;10,0;92;1
5369;Selic;2024-03-15;R5/2024;9,3959;9,25;0,2265;8,75;10,0;138;0
5370;Selic;2024-03-15;R4/2024;9,7799;9,75;0,1032;9,5;10,25;92;1
5371;Selic;2024-03-15;R4/2024;9,7772;9,75;0,1229;9,25;10,25;138;0
5372;Selic;2024-03-15;R3/2024;10,25;10,25;0,0;10,25;10,25;92;1
5373;Selic;2024-03-15;R3/2024;10,2482;10,25;0,0212;10,0;10,25;138;0
5374;Selic;2024-03-15;R2/2024;10,75;10,75;0,0;10,75;10,75;91;1
5375;Selic;2024-03-15;R2/2024;10,75;10,75;0,0;10,75;10,75;137;0
5376;Selic;2024-03-14;R1/2026;8,5804;8,5;0,4632;7,5;9,75;28;1
5377;Selic;2024-03-14;R1/2026;8,4361;8,5;0,6079;6,0;9,75;85;0
5378;Selic;2024-03-14;R8/2025;8,6136;8,5;0,518;7,5;9,75;44;1
5379;Selic;2024-03-14;R8/2025;8,5101;8,5;0,6015;7,0;10,0;129;0
5380;Selic;2024-03-14;R7/2025;8,6279;8,5;0,5182;7,5;9,75;43;1
5381;Selic;2024-03-14;R7/2025;8,5121;8,5;0,5872;7,0;10,0;125;0
5382;Selic;2024-03-14;R6/2025;8,6744;8,5;0,5102;7,5;9,75;43;1
5383;Selic;2024-03-14;R6/2025;8,5478;8,5;0,5846;7,0;10,0;125;0
5384;Selic;2024-03-14;R5/2025;8,6919;8,75;0,5082;7,5;9,75;43;1
5385;Selic;2024-03-14;R5/2025;8,5776;8,5;0,567;7,0;10,0;125;0
5386;Selic;2024-03-14;R4/2025;8,7045;8,75;0,5036;7,5;9,75;44;1
5387;Selic;2024-03-14;R4/2025;8,6086;8,5;0,5534;7,0;10,0;126;0
5388;Selic;2024-03-14;R3/2025;8,75;8,75;0,5;7,5;9,75;44;1
5389;Selic;2024-03-14;R3/2025;8,68;8,75;0,5193;7,5;10,0;126;0
5390;Selic;2024-03-14;R2/2025;8,8182;9,0;0,4867;7,5;9,75;44;1
5391;Selic;2024-03-14;R2/2025;8,7594;8,75;0,4826;7,5;10,0;126;0
5392;Selic;2024-03-14;R1/2025;8,9034;9,0;0,4498;7,5;9,75;44;1
5393;Selic;2024-03-14;R1/2025;8,8636;9,0;0,4472;7,5;10,0;127;0
5394;Selic;2024-03-14;R8/2024;8,9773;9,0;0,4157;7,75;9,75;44;1
5395;Selic;2024-03-14;R8/2024;8,9647;9,0;0,4225;7,75;10,0;132;0
5396;Selic;2024-03-14;R7/2024;9,0398;9,0;0,3573;8,25;9,75;44;1
5397;Selic;2024-03-14;R7/2024;9,0158;9,0;0,4061;8,0;10,0;130;0
5398;Selic;2024-03-14;R6/2024;9,1705;9,25;0,2758;8,75;9,75;44;1
5399;Selic;2024-03-14;R6/2024;9,1391;9,169;0,3339;8,25;10,0;130;0
5400;Selic;2024-03-14;R5/2024;9,4091;9,25;0,1928;9,25;9,75;44;1
