;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;data
1579;20144;MasterCard;Crédito;Platinum;4931150;3098654;89811183;13280672123,82;3688522;878780377,35;2014-10-01
1580;20143;American Express;Crédito;Corporativo;154658;86442;2251270;1369552660,7;220076;154164854,0;2014-07-01
1581;20191;Elo;Débito;Básico Nacional;11515179;5187788;96443720;5867665601,0;0;0,0;2019-01-01
1582;20111;VISA;Crédito;Outros;2642095;1266256;7929726;679370298,15;36065;6678647,56;2011-01-01
1583;20153;VISA;Crédito;Corporativo;496382;252297;4069645;1335352224,74;271728;158823546,56;2015-07-01
1584;20141;American Express;Crédito;Platinum;625418;380372;12296740;1980103007,71;1045755;520048136,1;2014-01-01
1585;20152;MasterCard;Débito;Empresarial;416532;116851;1772768;235837667,06;482;247156,63;2015-04-01
1586;20181;MasterCard;Débito;Básico Internacional;107059364;38295289;842807530;49829867256,39;140330;32870791,0;2018-01-01
1587;20123;VISA;Débito;Empresarial;1197872;489536;7086193;775095752,57;0;0,0;2012-07-01
1588;20171;VISA;Débito;Premium;309623;178051;4428412;458611611,8;598;170501,32;2017-01-01
1589;20213;VISA;Crédito;Básico Internacional;27216887;14456258;248980897;25236358811,48;640495;111038734,73;2021-07-01
1590;20121;MasterCard;Crédito;Básico Internacional;13469525;8124680;102810226;9904800752,72;2050897;249343806,62;2012-01-01
1591;20241;Elo;Pré-Pago;Intermediário;16942490;157531;1115200;53737598,41;0;0,0;2024-01-01
1592;20183;Outras;Débito;Outros;3277910;1596161;36367627;3073263514,65;0;0,0;2018-07-01
1593;20224;MasterCard;Débito;Empresarial;1946405;675311;14561768;1028656288,49;67;55463,56;2022-10-01
1594;20231;MasterCard;Pré-Pago;Premium;193063;94851;2451507;153629772,32;0;0,0;2023-01-01
1595;20191;MasterCard;Crédito;Básico Internacional;21748906;14094232;249001800;23588059870,46;1753742;291568581,4;2019-01-01
1596;20181;MasterCard;Débito;Platinum;832364;495583;11657234;931291782,73;6703;2043326,41;2018-01-01
1597;20124;Bandeira própria;Débito;Outros;1419059;347932;1974182;129277974,98;0;0,0;2012-10-01
1598;20223;VISA;Débito;Premium;683512;369462;11857794;1197950232,76;494;107908,32;2022-07-01
1599;20114;MasterCard;Crédito;Corporativo;57930;25066;633030;245799606,94;28681;16871000,57;2011-10-01
1600;20221;Elo;Pré-Pago;Intermediário;6536450;131193;532172;36497916,85;0;0,0;2022-01-01
1601;20191;Bandeira própria;Crédito;Outros;4581875;2377922;5826192;448254673,57;13;205,09;2019-01-01
1602;20141;MasterCard;Crédito;Outros;8099327;3440506;34750098;3238059369,36;26206;1988908,7;2014-01-01
1603;20222;MasterCard;Débito;Empresarial;1716365;636709;13230065;956021090,07;89;88250,53;2022-04-01
1604;20134;Outras;Crédito;Básico Nacional;984363;264589;97345;62898342,73;0;0,0;2013-10-01
1605;20113;Bandeira própria;Crédito;Outros;614150;173906;879333;68178341,44;0;0,0;2011-07-01
1606;20172;Diners Club;Crédito;Empresarial;150;77;778;158589,06;69;59134,94;2017-04-01
1607;20133;MasterCard;Débito;Premium;193520;95347;1097368;103850216,26;10886;4197145,96;2013-07-01
1608;20223;VISA;Débito;Outros;1109;145;11124;640756,84;0;0,0;2022-07-01
1609;20113;MasterCard;Crédito;Básico Nacional;34789598;15694283;135744922;12018666456,08;368346;21715493,68;2011-07-01
1610;20164;Elo;Crédito;Básico Internacional;195313;36390;169786;21990996,55;731;385579,46;2016-10-01
1611;20233;Elo;Débito;Outros;108670;82821;436696;48226629,0;0;0,0;2023-07-01
1612;20143;MasterCard;Débito;Básico Nacional;2222942;766469;12027738;727687762,12;48;11825,36;2014-07-01
1613;20182;Elo;Crédito;Outros;683067;364235;4739974;459908136,6;2062;887352,7;2018-04-01
1614;20182;American Express;Crédito;Intermediário;1195012;905378;3923831;480878913,13;68327;18875853,44;2018-04-01
1615;20111;MasterCard;Crédito;Platinum;2660090;1564181;37089598;4916899711,19;1926250;447284273,13;2011-01-01
1616;20242;Elo;Crédito;Platinum;184301;123397;3502656;526356733,82;5467;1404945,46;2024-04-01
1617;20163;MasterCard;Débito;Intermediário;612483;286613;6584367;490629199,41;1147;290543,63;2016-07-01
1618;20171;VISA;Crédito;Platinum;4849916;3680477;153505788;19461244987,37;4141592;857795341,56;2017-01-01
1619;20202;MasterCard;Crédito;Corporativo;127748;73876;977456;313868722,7;28466;49451964,45;2020-04-01
1620;20182;Elo;Crédito;Empresarial;409184;162182;2915297;582511232,0;0;0,0;2018-04-01
1621;20231;VISA;Crédito;Platinum;10072610;7608458;303840459;46645083431,01;2444830;947563890,44;2023-01-01
1622;20222;VISA;Pré-Pago;Básico Internacional;18723434;7635271;79783633;4163920326,4;851215;159336940,18;2022-04-01
1623;20212;MasterCard;Pré-Pago;Premium;90;19;88;4274,33;0;0,0;2021-04-01
1624;20141;VISA;Crédito;Básico Internacional;19892566;10067920;160732178;13755753599,99;4160706;383227864,68;2014-01-01
1625;20232;American Express;Crédito;Básico Nacional;41621;33638;760321;104122656,78;3434;1329878,79;2023-04-01
1626;20213;MasterCard;Crédito;Empresarial;3923070;2165451;32379223;8002718575,3;380557;242147099,68;2021-07-01
1627;20143;VISA;Débito;Intermediário;1467521;841029;18482362;1354756248,49;0;0,0;2014-07-01
1628;20203;VISA;Crédito;Corporativo;573243;290925;2622860;893139540,7;62639;101078952,67;2020-07-01
1629;20131;VISA;Crédito;Platinum;4580750;3020263;99322316;12774291661,59;3871782;910198835,96;2013-01-01
1630;20132;VISA;Débito;Básico Internacional;139420886;37694238;495140902;28782081535,72;224127;27764241,99;2013-04-01
1631;20174;MasterCard;Crédito;Platinum;5315714;4043282;150181071;20402460042,49;4328718;894518508,66;2017-10-01
1632;20144;MasterCard;Crédito;Intermediário;10070284;6509174;116720062;15192871668,22;3476764;631710021,63;2014-10-01
1633;20132;VISA;Débito;Platinum;1491860;902530;20605086;1548015801,5;8;718,02;2013-04-01
1634;20131;American Express;Crédito;Platinum;629054;445050;10979587;1697637328,69;1047682;477539460,68;2013-01-01
1635;20184;VISA;Pré-Pago;Platinum;166203;4655;0;0,0;157917;32927206,54;2018-10-01
1636;20201;MasterCard;Crédito;Básico Internacional;16248497;9236489;135702347;12171489856,4;750408;142147242,92;2020-01-01
1637;20134;VISA;Débito;Intermediário;1393063;798665;18635862;1404203197,29;2;403,9;2013-10-01
1638;20164;VISA;Débito;Básico Internacional;109890693;29804420;559829097;37219426451,87;94149;12602054,7;2016-10-01
1639;20163;MasterCard;Débito;Básico Internacional;110578123;36956782;699245086;41320573888,56;115865;25994908,17;2016-07-01
1640;20202;VISA;Crédito;Outros;4869793;763413;8842941;1100111268,73;32921;6419075,83;2020-04-01
1641;20222;Elo;Crédito;Empresarial;503594;282292;6130762;1716949054,49;7044;4667369,32;2022-04-01
1642;20172;VISA;Crédito;Platinum;4791623;3599322;156307299;19458987432,7;4530274;953438632,9;2017-04-01
1643;20124;VISA;Débito;Empresarial;1234530;514789;7943884;912052935,68;3;442,13;2012-10-01
1644;20111;MasterCard;Crédito;Básico Internacional;15626252;9035342;96867765;8959137660,81;2501061;284244908,33;2011-01-01
1645;20182;Bandeira própria;Débito;Outros;1384472;428605;3838547;234642863,97;0;0,0;2018-04-01
1646;20152;Elo;Crédito;Outros;661651;144276;1075727;73193280,05;0;0,0;2015-04-01
1647;20174;VISA;Crédito;Empresarial;912733;601394;13014021;3088296341,77;449232;203427614,13;2017-10-01
1648;20172;Diners Club;Crédito;Premium;3;3;53;20868,36;0;0,0;2017-04-01
1649;20233;American Express;Crédito;Básico Nacional;40031;31757;740417;101984066,44;3807;1296759,83;2023-07-01
1650;20234;Bandeira própria;Crédito;Básico Nacional;6938492;1498860;7553689;1144811680,67;0;0,0;2023-10-01
1651;20142;VISA;Débito;Empresarial;1436776;617900;10160938;1195103018,73;1;967,78;2014-04-01
1652;20182;MasterCard;Crédito;Premium;1218000;991078;66085816;12461096275,51;3190615;1585523106,2;2018-04-01
1653;20211;Bandeira própria;Crédito;Outros;12211981;4657151;10606973;1483177051,86;0;0,0;2021-01-01
1654;20134;MasterCard;Crédito;Básico Nacional;37044452;14980900;160448506;15791780411,92;33948;1218359,52;2013-10-01
1655;20223;American Express;Crédito;Corporativo;77420;58953;1372556;1211734329,63;104803;148765501,89;2022-07-01
1656;20122;VISA;Crédito;Empresarial;1945870;765986;9610970;3616555213,33;333981;156495850,95;2012-04-01
1657;20241;VISA;Débito;Intermediário;10416591;5178670;133488249;7857771271,99;1641;242706,98;2024-01-01
1658;20141;VISA;Crédito;Outros;3034506;664929;5724370;586990954,37;100315;10672788,17;2014-01-01
1659;20172;American Express;Crédito;Empresarial;58186;19923;640574;172475772,59;26537;17837171,52;2017-04-01
1660;20231;MasterCard;Pré-Pago;Corporativo;3839272;2016665;29565846;1493510145,96;114827;8006008,45;2023-01-01
1661;20183;Elo;Crédito;Empresarial;392067;159991;3017900;611393186,96;0;0,0;2018-07-01
1662;20214;MasterCard;Crédito;Corporativo;153089;84731;3067383;1282581009,95;116975;148122336,55;2021-10-01
1663;20202;Elo;Crédito;Intermediário;2976507;1650448;23756072;2108405250,99;9053;1053253,6;2020-04-01
1664;20124;Outras;Crédito;Outros;2135241;136452;458362;68585339,05;6;651,76;2012-10-01
1665;20224;Elo;Crédito;Empresarial;516056;311457;6474656;1867319339,36;8075;5690186,61;2022-10-01
1666;20194;Elo;Crédito;Básico Internacional;4871072;2322657;37939931;4251432289,07;98633;34863839,4;2019-10-01
1667;20212;VISA;Débito;Básico Nacional;10683782;5866816;137761534;9649512102,34;902;151035,4;2021-04-01
1668;20233;Outras;Débito;Básico Internacional;176544;135710;539891;41084319,11;0;0,0;2023-07-01
1669;20221;VISA;Débito;Intermediário;6482171;3687765;82215330;5781566245,78;882;197738,08;2022-01-01
1670;20122;Hipercard;Crédito;Básico Nacional;8261616;5022489;48197209;5147223328,95;0;0,0;2012-04-01
1671;20221;MasterCard;Débito;Premium;393575;172743;3208438;298652344,57;1144;647561,67;2022-01-01
1672;20172;MasterCard;Débito;Empresarial;278290;84275;1474753;185848505,99;414;288064,69;2017-04-01
1673;20203;Outras;Crédito;Outros;271520;179051;107088;27072757,49;0;0,0;2020-07-01
1674;20174;Diners Club;Crédito;Empresarial;50;29;252;60637,38;19;13451,13;2017-10-01
1675;20114;VISA;Débito;Premium;170766;91412;1839944;184512070,03;12;1283,85;2011-10-01
1676;20123;VISA;Débito;Intermediário;1453259;728823;13589705;969153456,34;1;50,46;2012-07-01
1677;20242;Elo;Pré-Pago;Corporativo;551198;540727;1365472;80875740,29;0;0,0;2024-04-01
1678;20234;Elo;Pré-Pago;Intermediário;16025929;197841;1178470;55350750,44;0;0,0;2023-10-01
1679;20233;VISA;Pré-Pago;Básico Nacional;14765913;3989302;64555148;3702636555,58;621;150514,13;2023-07-01
1680;20142;American Express;Crédito;Corporativo;162333;87937;2266684;1453390595,15;238092;175229160,74;2014-04-01
1681;20144;Elo;Crédito;Empresarial;69791;24297;186451;65853624,11;0;0,0;2014-10-01
1682;20201;VISA;Débito;Platinum;1792967;1129668;38048746;3205279154,03;921;155436,32;2020-01-01
1683;20152;VISA;Crédito;Básico Internacional;19465628;10171778;169057974;15351757959,62;2892008;317254957,72;2015-04-01
1684;20163;VISA;Pré-Pago;Básico Nacional;1313951;133107;203768;266410630,12;0;0,0;2016-07-01
1685;20191;MasterCard;Débito;Básico Nacional;972466;522752;11964014;773085345,92;63;16928,47;2019-01-01
1686;20163;Elo;Crédito;Básico Nacional;5741210;2227352;26413476;1877421460,11;656;211339,92;2016-07-01
1687;20144;VISA;Débito;Outros;3023;3023;3689;230876,4;18;2347,92;2014-10-01
1688;20233;VISA;Crédito;Corporativo;606433;352352;6604444;2904882133,27;319253;294514667,33;2023-07-01
1689;20221;Elo;Pré-Pago;Básico Nacional;4389031;78591;149382;5718534,44;27;1839,4;2022-01-01
1690;20121;American Express;Crédito;Outros;12593;5690;142024;13457776,85;7002;1429397,36;2012-01-01
1691;20141;Outras;Débito;Outros;3308602;1300597;27839287;1871918435,86;0;0,0;2014-01-01
1692;20181;American Express;Crédito;Corporativo;131779;101381;2236566;1203658022,89;214309;176547113,34;2018-01-01
1693;20172;American Express;Crédito;Intermediário;780980;478331;14239325;1498932002,15;424050;105529979,31;2017-04-01
1694;20173;MasterCard;Crédito;Intermediário;11867576;8393921;190209489;20679591983,5;3691379;574092790,75;2017-07-01
1695;20152;Elo;Débito;Outros;33098384;10919762;94227524;5518753134,58;0;0,0;2015-04-01
1696;20161;Elo;Crédito;Corporativo;15629;9414;5445;89225000,09;0;0,0;2016-01-01
1697;20163;Elo;Crédito;Básico Internacional;42047;1770;3573;398292,97;529;61380,81;2016-07-01
1698;20183;MasterCard;Crédito;Básico Nacional;31317015;11905511;177576975;17951966781,69;27688;2056069,87;2018-07-01
1699;20232;MasterCard;Pré-Pago;Básico Internacional;7101585;691199;3654525;209037200,6;3837;760467,01;2023-04-01
1700;20231;Elo;Débito;Básico Internacional;33555339;11109331;306697350;17441848077,05;0;0,0;2023-01-01
1701;20194;Bandeira própria;Crédito;Outros;10483512;6891482;16816182;2749393099,74;2;17,0;2019-10-01
1702;20124;Diners Club;Crédito;Empresarial;1107;457;8644;2002563,76;310;587793,78;2012-10-01
1703;20134;American Express;Crédito;Platinum;626745;418808;11990826;1909094686,22;978532;438136935,05;2013-10-01
1704;20212;Bandeira própria;Crédito;Outros;8052608;3907337;8486991;1492593280,75;0;0,0;2021-04-01
1705;20204;Elo;Crédito;Corporativo;24343;13605;45669;128290896,04;52;93438,46;2020-10-01
1706;20213;Elo;Crédito;Outros;340664;211823;6827807;1309344230,59;9221;7082388,09;2021-07-01
1707;20223;VISA;Crédito;Platinum;10002375;7530805;308284311;47292452612,3;2687484;1038052506,51;2022-07-01
1708;20154;Diners Club;Crédito;Intermediário;271914;235793;4369004;745271322,22;65993;22099240,14;2015-10-01
1709;20221;VISA;Pré-Pago;Outros;21597420;7106387;112939655;5416792519,22;153622;25725573,3;2022-01-01
1710;20183;MasterCard;Crédito;Premium;1312743;1067297;72444082;13609858824,64;3462873;1691334516,44;2018-07-01
1711;20154;MasterCard;Crédito;Empresarial;941929;549429;8511494;2101470563,26;253982;121634412,55;2015-10-01
1712;20222;MasterCard;Débito;Corporativo;629;355;123763;11634810,61;20;7444,62;2022-04-01
1713;20183;MasterCard;Débito;Empresarial;261236;66729;1138328;147715623,03;220;111279,52;2018-07-01
1714;20193;VISA;Crédito;Platinum;5220486;3684225;197766699;24382137093,81;3549923;1049765038,63;2019-07-01
1715;20121;VISA;Crédito;Corporativo;491888;237803;3009959;1224280163,65;157307;73615830,01;2012-01-01
1716;20142;VISA;Débito;Premium;282607;157764;3044416;306091687,56;2;403,83;2014-04-01
1717;20173;VISA;Crédito;Empresarial;935545;630771;13118972;3044786699,48;434746;194173172,91;2017-07-01
1718;20224;MasterCard;Pré-Pago;Premium;168818;82738;2064691;137063893,62;0;0,0;2022-10-01
1719;20152;VISA;Crédito;Empresarial;1863611;898477;13467029;4703925846,54;393884;183041280,57;2015-04-01
1720;20132;MasterCard;Débito;Básico Internacional;117654188;34754927;470019356;26594291796,73;233111;53639397,47;2013-04-01
1721;20134;Diners Club;Crédito;Empresarial;807;284;4564;1057907,9;225;135873,37;2013-10-01
1722;20174;VISA;Débito;Premium;337966;195516;5277132;554788049,54;652;163191,18;2017-10-01
1723;20223;Elo;Débito;Outros;155305163;29209660;480100721;28053996347,17;0;0,0;2022-07-01
1724;20152;MasterCard;Crédito;Premium;541756;404224;20703286;4038341831,67;1203150;550859841,21;2015-04-01
1725;20241;MasterCard;Débito;Premium;593144;333937;8032007;570464259,21;1532;658645,78;2024-01-01
1726;20192;VISA;Pré-Pago;Empresarial;729;492;6180;622412,85;0;0,0;2019-04-01
1727;20221;MasterCard;Débito;Platinum;803571;382395;9724987;833243046,38;6803;2932225,8;2022-01-01
1728;20164;MasterCard;Crédito;Corporativo;53734;30333;1155993;448940339,96;75193;48289077,18;2016-10-01
1729;20134;Elo;Crédito;Empresarial;5442;1210;6991;17152575,06;0;0,0;2013-10-01
1730;20234;MasterCard;Pré-Pago;Intermediário;55774447;30670981;1339872030;48898934454,46;1;0,01;2023-10-01
1731;20172;MasterCard;Pré-Pago;Básico Nacional;7020;3325;127098;4787016,36;0;0,0;2017-04-01
1732;20231;Elo;Crédito;Básico Internacional;5238469;2726610;52775154;9351868237,42;67466;35474534,68;2023-01-01
1733;20233;VISA;Débito;Empresarial;1508436;589645;22579892;2673685213,76;3382;794479,61;2023-07-01
1734;20221;MasterCard;Crédito;Premium;3270328;2714750;161073545;32688766737,61;3106137;1839932802,01;2022-01-01
1735;20194;VISA;Débito;Outros;78;16;85;1846,28;0;0,0;2019-10-01
1736;20184;MasterCard;Débito;Corporativo;4681;107;12217;13303539,11;0;0,0;2018-10-01
1737;20214;VISA;Débito;Básico Internacional;135873852;48015424;1042643281;71777508870,5;22025;5345842,3;2021-10-01
1738;20162;VISA;Débito;Empresarial;1379239;634840;11761720;1446559395,12;96;24664,68;2016-04-01
1739;20184;VISA;Pré-Pago;Outros;2880467;1847447;618796;347488429,92;176153;54332666,57;2018-10-01
1740;20121;MasterCard;Débito;Básico Internacional;111330559;30328906;382539570;20682597863,17;197478;39690251,97;2012-01-01
1741;20213;VISA;Débito;Outros;687;344;6601;379948,36;0;0,0;2021-07-01
1742;20194;Elo;Crédito;Corporativo;25215;14567;38319;125739756,43;152;115888,47;2019-10-01
1743;20223;Elo;Pré-Pago;Básico Internacional;4797786;3091576;19110446;865580520,95;1059;277634,92;2022-07-01
1744;20231;Elo;Débito;Empresarial;1119875;386026;8635035;1206127755,89;0;0,0;2023-01-01
1745;20162;Elo;Débito;Básico Nacional;8116608;2416569;26455473;1525497572,66;0;0,0;2016-04-01
1746;20203;Elo;Pré-Pago;Básico Nacional;3429233;143961;398286;35646432,59;128;6568,9;2020-07-01
1747;20204;Elo;Débito;Empresarial;853295;336780;8343174;1230981672,07;0;0,0;2020-10-01
1748;20204;Elo;Crédito;Outros;2005417;1595514;28763019;3348730567,52;13130;5187893,12;2020-10-01
1749;20202;VISA;Pré-Pago;Básico Internacional;12376936;3426556;4878452;297863743,5;1416034;190151466,65;2020-04-01
1750;20183;Bandeira própria;Crédito;Outros;584442;156045;2129159;198790092,68;0;0,0;2018-07-01
1751;20211;VISA;Pré-Pago;Básico Internacional;13099724;4704716;33522949;1814423198,38;222125;37249498,14;2021-01-01
1752;20111;VISA;Débito;Premium;144924;80156;1552204;154604229,59;16;1388,08;2011-01-01
1753;20151;VISA;Crédito;Platinum;5354420;3680425;129128622;17250460444,49;4626627;1145608811,1;2015-01-01
1754;20211;Hipercard;Crédito;Empresarial;1801;1175;8587;4150206,45;1;0,01;2021-01-01
1755;20124;MasterCard;Débito;Básico Nacional;2659187;734735;11473536;677448093,05;81;22323,52;2012-10-01
1756;20162;MasterCard;Débito;Premium;222419;116047;1681266;164946423,27;5077;2399110,99;2016-04-01
1757;20203;Elo;Pré-Pago;Outros;102012;11574;208927;18486396,37;42;5515,92;2020-07-01
1758;20213;American Express;Crédito;Corporativo;79551;59836;943462;524014583,8;35060;73891753,58;2021-07-01
1759;20223;MasterCard;Crédito;Básico Nacional;24375738;5790688;76254953;7850962873,44;83106;2711787,45;2022-07-01
1760;20123;VISA;Crédito;Outros;2758767;1099547;6655782;652067993,29;64855;9069339,31;2012-07-01
1761;20182;Elo;Pré-Pago;Outros;1522869;1113727;8444300;295829446,83;0;0,0;2018-04-01
1762;20223;American Express;Crédito;Básico Nacional;46708;37821;835587;120233762,91;4380;1777043,44;2022-07-01
1763;20241;VISA;Crédito;Premium;8056784;5344798;302265929;58243049130,3;4956071;2639699282,65;2024-01-01
1764;20171;Elo;Crédito;Empresarial;426701;161782;2070060;461248439,1;0;0,0;2017-01-01
1765;20121;Diners Club;Crédito;Empresarial;757;384;7283;2151059,71;351;496493,46;2012-01-01
1766;20151;VISA;Crédito;Outros;3066107;603466;6021499;668249995,92;61581;8641002,03;2015-01-01
1767;20213;Elo;Débito;Básico Nacional;190446455;67003336;943992770;57773643218,21;0;0,0;2021-07-01
1768;20213;MasterCard;Pré-Pago;Básico Internacional;1016;711;194;10671,12;0;0,0;2021-07-01
1769;20202;VISA;Crédito;Premium;1262477;959771;46680043;8594061916,3;300507;133933090,75;2020-04-01
1770;20171;MasterCard;Débito;Básico Nacional;1303912;582511;12182344;783594223,61;31;9237,71;2017-01-01
1771;20141;VISA;Crédito;Platinum;4542898;3048301;126468523;15225701879,13;4717758;1038348388,34;2014-01-01
1772;20152;VISA;Crédito;Corporativo;532436;257670;4015326;1301063735,04;275610;157851589,9;2015-04-01
1773;20222;American Express;Crédito;Premium;510182;408090;14041063;4012049625,84;366471;383424898,25;2022-04-01
1774;20131;Bandeira própria;Crédito;Outros;642460;192732;953526;83584510,11;0;0,0;2013-01-01
1775;20183;Elo;Débito;Básico Internacional;25158334;7605205;180946681;9698095970,12;0;0,0;2018-07-01
1776;20114;VISA;Crédito;Empresarial;1867106;765770;9398704;3468686910,86;311384;144479223,15;2011-10-01
1777;20174;American Express;Crédito;Intermediário;643526;378729;7463854;954822863,37;317528;92905575,82;2017-10-01
1778;20181;VISA;Débito;Intermediário;1233375;834813;23501396;1757990305,12;644;92933,45;2018-01-01
1779;20151;MasterCard;Débito;Básico Internacional;109850642;36217242;588445422;35242750725,55;146093;35237589,83;2015-01-01
1780;20213;MasterCard;Débito;Intermediário;63873967;41465099;718329172;43833957599,95;21277;4713257,65;2021-07-01
1781;20213;VISA;Crédito;Empresarial;1869863;1081427;28867385;7981244026,32;316847;272486354,52;2021-07-01
1782;20144;VISA;Crédito;Básico Internacional;18898488;9765831;165758025;15697485336,21;4381357;428762338,42;2014-10-01
1783;20223;Elo;Crédito;Básico Internacional;4411663;2678673;49595903;9027378872,34;66449;32838938,59;2022-07-01
1784;20153;Outras;Crédito;Outros;623535;249464;2807594;348968951,07;3;268,31;2015-07-01
1785;20123;VISA;Crédito;Intermediário;7953126;5119450;104422229;13000903340,25;4302250;802296927,27;2012-07-01
1786;20114;Hipercard;Crédito;Básico Nacional;8393198;5048847;52034085;5659441769,99;0;0,0;2011-10-01
1787;20212;MasterCard;Débito;Básico Nacional;610839;418200;9834918;775288217,31;15;6092,88;2021-04-01
1788;20224;VISA;Crédito;Platinum;10108818;7699863;324413817;50488399587,15;2541562;957206730,05;2022-10-01
1789;20181;Elo;Crédito;Corporativo;22359;13844;16021;108765421,1;338;164653,85;2018-01-01
1790;20184;VISA;Débito;Outros;87358;87358;1276333;104415579,31;0;0,0;2018-10-01
1791;20162;Elo;Crédito;Outros;239608;139996;1308495;91089537,0;0;0,0;2016-04-01
1792;20183;VISA;Débito;Platinum;1725430;1137542;39103660;3161753119,09;1739;290259,47;2018-07-01
1793;20173;MasterCard;Pré-Pago;Básico Internacional;277;277;1573;52910,14;0;0,0;2017-07-01
1794;20224;Bandeira própria;Débito;Outros;21080;6588;52449;6289700,2;0;0,0;2022-10-01
1795;20134;MasterCard;Débito;Premium;199899;98370;1219821;125035918,0;14844;6044323,75;2013-10-01
1796;20192;American Express;Crédito;Platinum;485662;387777;11575521;2596395504,01;637999;421402526,95;2019-04-01
1797;20113;American Express;Crédito;Platinum;678121;408084;9208346;1354966896,56;847476;328814077,24;2011-07-01
1798;20164;MasterCard;Pré-Pago;Platinum;119538;4396;0;0,0;125339;25339706,2;2016-10-01
1799;20194;Elo;Crédito;Intermediário;8689;4652;70939;10700940,52;40;9909,49;2019-10-01
1800;20241;Hipercard;Crédito;Intermediário;399;16;50;7624,26;1;0,01;2024-01-01
1801;20203;VISA;Pré-Pago;Básico Nacional;2525281;313165;1507625;1072539237,45;102;64002,14;2020-07-01
1802;20173;VISA;Pré-Pago;Platinum;144948;5993;0;0,0;232162;42127982,22;2017-07-01
1803;20154;MasterCard;Crédito;Platinum;5442408;3582519;111067802;16271478923,94;2776708;685325068,7;2015-10-01
1804;20122;MasterCard;Débito;Empresarial;451210;124636;1491836;175337955,74;919;362046,08;2012-04-01
1805;20184;Elo;Crédito;Básico Nacional;4696491;2352476;50343294;4150619058,24;56776;18542430,0;2018-10-01
1806;20184;MasterCard;Débito;Básico Internacional;110452142;41627616;1066892670;64324575999,17;157132;37191131,43;2018-10-01
1807;20163;Cheque Eletrônico;Débito;Outros;359841;157058;1162;632940,0;0;0,0;2016-07-01
1808;20231;VISA;Crédito;Básico Nacional;24481770;11198720;218596929;21098981450,01;249826;42952423,55;2023-01-01
1809;20231;Bandeira própria;Pré-Pago;Outros;708553;708552;763035053;1075218825,52;0;0,0;2023-01-01
1810;20174;MasterCard;Débito;Intermediário;429658;253506;7003217;546518822,22;1377;387182,97;2017-10-01
1811;20183;VISA;Pré-Pago;Corporativo;224026;217611;484880;134393577,2;286390;201944444,82;2018-07-01
1812;20241;Hipercard;Crédito;Platinum;801361;748641;14892013;2626871513,57;1;0,01;2024-01-01
1813;20222;Bandeira própria;Crédito;Outros;15705878;4270861;15195785;2434408776,29;0;0,0;2022-04-01
1814;20242;Elo;Pré-Pago;Empresarial;206467;175935;2000422;232997097,9;0;0,0;2024-04-01
1815;20151;Hipercard;Crédito;Básico Nacional;7935717;4745435;52754819;6553934263,62;0;0,0;2015-01-01
1816;20111;MasterCard;Débito;Intermediário;933929;303502;6113886;387318488,0;4049;808769,45;2011-01-01
1817;20112;VISA;Débito;Premium;155634;86205;1635174;153411831,13;2;101,63;2011-04-01
1818;20172;Outras;Crédito;Outros;1178568;349639;2639146;399718271,79;0;0,0;2017-04-01
1819;20212;VISA;Débito;Empresarial;1567426;639333;19725677;2560014306,78;1229;433700,71;2021-04-01
1820;20173;Elo;Crédito;Básico Nacional;5117668;2302239;34063640;2586393676,63;15612;4401790,29;2017-07-01
1821;20181;MasterCard;Crédito;Premium;1140719;924440;60038007;11613809235,82;3328245;1609634111,58;2018-01-01
1822;20124;MasterCard;Crédito;Platinum;3640475;2173126;60805656;8587164720,62;2615544;630630824,19;2012-10-01
1823;20222;Hipercard;Crédito;Platinum;1802324;1693205;30334139;5188999931,33;1;0,01;2022-04-01
1824;20171;VISA;Débito;Empresarial;1017551;525736;11035199;1367914424,16;131;37608,46;2017-01-01
1825;20172;MasterCard;Pré-Pago;Outros;995;258;175;100566,34;0;0,0;2017-04-01
1826;20141;VISA;Crédito;Básico Nacional;28536821;14198462;163134573;13419296047,13;465047;15741970,24;2014-01-01
1827;20172;MasterCard;Débito;Platinum;878025;515008;11454676;890388091,12;4163;1604849,67;2017-04-01
1828;20234;MasterCard;Pré-Pago;Platinum;8078677;3805873;122275948;5891814498,62;0;0,0;2023-10-01
1829;20192;Outras;Débito;Outros;3441546;1772483;40247657;3308618020,67;0;0,0;2019-04-01
1830;20134;MasterCard;Crédito;Básico Internacional;14605853;8852430;132116414;13805698778,04;3158050;292013571,28;2013-10-01
1831;20203;MasterCard;Débito;Básico Nacional;799586;461246;9927481;774832185,63;4;5565,13;2020-07-01
1832;20171;VISA;Crédito;Empresarial;1121846;730079;12775190;2987844330,79;357912;169468692,22;2017-01-01
1833;20202;MasterCard;Crédito;Premium;2098994;1709416;77468977;14706872549,4;1015926;379369256,4;2020-04-01
1834;20151;VISA;Crédito;Básico Internacional;19371955;10040110;162437953;15073681717,81;3405734;373205398,92;2015-01-01
1835;20162;VISA;Débito;Premium;312483;176860;4055912;410887785,39;465;106796,85;2016-04-01
1836;20173;American Express;Crédito;Intermediário;659631;397042;7701428;973303718,66;324444;94437102,9;2017-07-01
